#,关键词,法规,别称
16,,《关于涉外税收实施增值税有关征管问题的通知》,
17,,《中华人民共和国增值税暂行条例》,
18,,《关于加油站一律按照增值税一般纳税人征税的通知》,
19,,《关于旧货和旧机动车增值税政策的通知》,
20,,《关于自来水行业增值税政策问题的通知》,
21,,《关于外商投资企业和外国企业适用增值税、消费税、营业税等税收暂行条例有关问题的通知》,
,,,
1,土地增值税 实施细则,,
,,,
1,天津市促进股权投资基金业发展办法,,
,,,
1,江苏省劳动合同条例,《江苏省劳动合同条例》,
2,,《条例》,
3,,《中华人民共和国劳动法》,
4,,《中华人民共和国劳动合同法》,
5,,《中华人民共和国劳动合同法实施条例》,
,,,
1,腾讯,《外婆的澎湖湾》,
2,,《人民日报》,
3,,《中国互联网行业自律公约》,
4,,《QQ幻想》,
5,,《QQ宠物》,
6,,《关于发布2005年度国家规划布局内重点软件企业名单的通知》,
7,,《中国经济周刊》,
8,,《财富》,
9,,《中华人民共和国反垄断法》,
10,,《人物》,
11,,《大宋一锅端》,
12,,《英雄联盟》,
13,,《Dots》,
14,,《TwoDots》,
15,,《世界品牌500强》,
16,,《财新》,
17,,《成都商报》,
18,,《每日经济新闻》,
19,,《2012-2013年游戏行业白皮书》,
20,,《天天酷跑》,
21,,《互联网出版管理暂行规定》,
22,,《北京爱情故事》,
23,,《辣妈正传》,
24,,《让我们荡起双桨》,
25,,《花儿为什么这样红》,
,,,
1,电信增值服务,,
,,,
1,对外付汇,,
,,,
1,国家税务总局关于股权激励有关个人所得税问题的通知,,
,,,
1,营业税实施条例,,
,,,
1,财政部、国家税务总局关于部分货物适用增值税低税率和简易办法征收增值税政策的通知,,
,,,
1,腐败,,
,,,
1,中华人民共和国印花税,,
,,,
1,折扣,《春明梦录》,
2,,《多收了三五斗》,
3,,《书信集·致郑振铎》,
,,,
1,保守国家秘密法,,
,,,
1,中华人民共和国著作权法,,
,,,
1,司法解释,《关于加强法律解释工作的决议》,
2,,《关于破坏电力设备罪几个问题的批复》,
3,,《关于正确认定和处理玩忽职守罪的若干意见（试行）》,
4,,《关于无照施工经营者能否构成重大事故罪主体的批复》,
5,,《关于在押犯能否构成重大责任事故罪的批复》,
6,,《关于联防队员能否构成刑讯逼供罪的犯罪主体的批复》,
7,,《关于理解法律问题的决议》,
8,,《中华人民共和国人民法院组织法》,
9,,《关于司法解释工作的规定》,
10,,《关于司法解释工作的若干规定》,
,,,
1,中华人民共和国公益事业捐赠法,《中华人民共和国公益事业捐赠法》,
,,,
1,公司债券发行试点办法,《证券法》,
2,,《公司法》,
3,,《公司债券发行试点办法》,
4,,《物权法》,
5,,《担保法》,
6,,《中国证券监督管理委员会发行审核委员会办法》,
,,,
1,征收个人所得税若干问题的规定,,
,,,
1,中华人民共和国印花税暂行条例施行细则,《中华人民共和国印花税暂行条例》,
2,,《中华人民共和国经济合同法》,
3,,《中华人民共和国涉外经济合同法》,
,,,
1,管辖 仲裁 侵权,,
,,,
1,反向工程 与 最高人民法院,,
,,,
1,[2008](64,,
,,,
1,非法罢工,,
,,,
1,穗地税办发[2012]27号,,
,,,
1,兽药广告,,
,,,
1,国家税务总局公告2012年57,,
,,,
1,城市园林绿化工程施工及验收规范,《中华人民共和国招标投标法》,
2,,《北京市工程建设项目指标范围和规模标准规定》,
3,,《北京地区城市屋顶绿化指导书》,
4,,《北京地区地下设施覆土绿化指导书》,
,,,
1,old mechanical and electrical products,,
,,,
1,增值税 农机,,
,,,
1,有线广播电视传输覆盖网,,
,,,
1,企业住房制度改革,,
,,,
1,公务用车补贴,,
,,,
1,营业税 汇总纳税,,
,,,
1,化肥 进口税收优惠政策,,
,,,
1,上海个人境外直接投资方案,,
,,,
1,财税[2012]48号,,
,,,
1,职业卫生,《职业病防治法》,
2,,《工业企业设计卫生标准》,
3,,《工作场所有害因素职业接触限值》,
4,,《工作场所空气中有害物质监测的采样规范》,
5,,《工作场所空气有毒物质测定》,
6,,《工作场所物理因素测量》,
7,,《工作场所空气中粉尘测定》,
,,,
1,逃税罪,《刑法修正案（七）》,
2,,《关于审理偷税抗税刑事案件具体应用法律若干问题的解释》,
,,,
1,增值税 购物卡,,
,,,
1,培训协议,,
,,,
1,第三方支付,《支付清算组织管理办法》,
2,,《电子支付指引（第二号）》,
3,,《非金融机构支付服务管理办法》,
4,,《非金融机构支付服务管理办法实施细则（征求意见稿）》,
5,,《商业银行法》,
6,,《反洗钱法》,
7,,《反洗钱报告》,
8,,《前瞻中国第三方支付产业市场前瞻与投资战略规划分析报告》,
9,,《办法》,
10,,《支付业务许可证》,
11,,《非金融机构支付服务管理办法实施细则》,
12,,《征求意见稿》,
13,,《支付机构客户备付金存管办法》,
14,,《关于进一步明确违规整改相关要求的通知》,
,,,
1,国有股东转让所持上市公司股份管理暂行办法,《国有股东转让所持上市公司股份管理暂行办法》,
2,,《中华人民共和国公司法》,
3,,《中华人民共和国证券法》,
4,,《企业国有资产监督管理暂行条例》,
,,,
1,个人信息保护法,《个人信息保护法》,
2,,《最高人民法院关于贯彻执行〈民法通则〉若干问题的意见（修改稿）》,
3,,《互联网电子公告服务管理规定》,
4,,《有效自律途径保障隐私的各种要素》,
5,,《政府信息公开条例》,
6,,《广州市依法申请公开政府信息办法》,
7,,《中华人民共和国护照法》,
8,,《中华人民共和国身份证法》,
9,,《2006---2020年国家信息化发展战略》,
10,,《发展战略》,
11,,《管理规定》,
12,,《最高人民法院、最高人民检察院关于切实保障司法人员依法履行职务的紧急通知》,
13,,《通知》,
14,,《人民法院审判纪律处分办法》,
15,,《检察人员纪律处分条例》,
16,,《北京市未成年人保护条例》,
17,,《上海市个人信用征信管理试行办法》,
18,,《个人信用信息基础数据库管理暂行办法》,
19,,《宪法》,
20,,《民法通则》,
21,,《刑法》,
22,,《民事诉讼法》,
23,,《刑事诉讼法》,
24,,《妇女权益保护法》,
25,,《未成年人保护法》,
26,,《母婴保护法》,
27,,《执业医师法》,
28,,《医疗机构病历管理规定》,
29,,《医疗事故处理条例》,
30,,《传染病防治法》,
31,,《关于对艾滋病病毒感染者和艾滋病病人的管理意见》,
32,,《邮政法》,
33,,《全国人民代表大会常务委员会关于维护互联网安全的决定》,
34,,《互联网安全保护技术措施规定》,
35,,《商业银行法》,
36,,《个人存款账户实名制规定》,
37,,《律师法》,
38,,《律师执业行为规范》,
39,,《档案法》,
40,,《中国工商银行员工行为守则》,
41,,《中国建设银行个人VIP客户服务管理办法（试行）》,
42,,《中国互联网行业自律公约》,
43,,《你的信用卡个人信息“只花5毛钱就能在网上买到”？－－银行信用卡信息泄露调查》,
44,,《关于加强网络信息保护的决定》,
45,,《侵权责任法》,
46,,《消费者权益保护法》,
,,,
1,公司法 2005,,
,,,
1,指导外商投资方向暂行规定,《外商投资产业指导目录》,
,,,
1,信息安全,,
,,,
1,城市用地分类与规划建设用地标准,《城市用地分类与规划建设用地标准》,
2,,《中华人民共和国城乡规划法》,
3,,《建筑气候区划标准（GB 50178-93）》,
4,,《建筑气候区划标准（GB 50178—93）》,
5,,《建筑气候区划标准》,
,,,
1,征求意见稿,《******意见》,
,,,
1,商品房销售管理办法,《商品房销售管理办法》,
2,,《办法》,
3,,《中华人民共和国城市房地产管理法》,
4,,《城市房地产开发经营管理条例》,
5,,《城市商品房预售管理办法》,
6,,《中华人民共和国担保法》,
7,,《城市房地产抵押管理办法》,
8,,《中华人民共和国广告法》,
9,,《房地产广告发布暂行规定》,
10,,《商品房买卖合同示范文本》,
11,,《商品住宅实行质量保证书和住宅使用说明书制度的规定》,
12,,《规定》,
13,,《住宅质量保证书》,
14,,《住宅使用说明书》,
15,,《建设工程质量管理条例》,
,,,
1,计划生育,《中华人民共和国宪法》,
2,,《婚姻法》,
3,,《中共中央、国务院关于全面加强人口和计划生育工作统筹解决人口问题的决定》,
4,,《决定》,
5,,《关于加快推进人口健康信息化建设的指导意见》,
6,,《指导意见》,
7,,《宪法》,
8,,《计划生育法》,
9,,《独生子女父母光荣证》,
10,,《环球时报》,
11,,《计划生育条例》,
12,,《条例》,
13,,《生育服务证》,
14,,《出生医学证明》,
,,,
1,国有土地,《土地管理法》,
2,,《土地管理法实施条例》,
,,,
1,建设工程施工合同,《建设工程施工合同（示范文本）》,
2,,《建设工程施工合同》,
3,,《协议书》,
4,,《通用条款》,
5,,《专用条款》,
6,,《承包人承揽工程项目一览表》,
7,,《发包人供应材料设备一览表》,
8,,《工程质量保修书》,
9,,《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》,
10,,《合同法》,
11,,《中华人民共和国合同法》,
12,,《中华人民共和国建建设工程施工合同范本[3]筑法》,
13,,《中华人民共和国建筑法》,
14,,《协议条款》,
,,,
1,关于企业股权投资业务若干所得税问题的通知,,
,,,
1,表见代理,《合同法》,
2,,《民法通则》,
3,,《中华人民共和国合同法》,
4,,《德国民法典》,
5,,《日本民法典》,
6,,《美国代理法重述》,
7,,《合伙企业法》,
8,,《婚姻法》,
,,,
1,反洗钱法,《中华人民共和国反洗钱法》,
,,,
1,进口设备,,
,,,
1,外债登记实施细则,,
,,,
1,国家外汇管理局关于下发〈非贸易售付汇及境内居民个人外汇收支管理操作规,,
,,,
1,香港股权转让,,
,,,
1,企业合併,《公司法》,
2,,《破产法》,
3,,《关于企业兼并的暂行办法》,
4,,《暂行办法》,
,,,
1,境内股权转让,,
,,,
1,国家税务总局关于企业所得税应纳税所得额若干税务处理问题的公告,《中华人民共和国企业所得税法》,
2,,《企业所得税法》,
3,,《实施条例》,
4,,《中华人民共和国税收征收管理法》,
5,,《财政部 国家税务总局关于专项用途财政性资金企业所得税处理问题的通知》,
6,,《通知》,
,,,
1,委托加工 增值税,,
,,,
1,财政部国家税务总局关于企业资产损失税前扣除政策的通知,,
,,,
1,中国 香港 协定,,
,,,
1,安全生产,《辞海》,
2,,《中国大百科全书》,
3,,《中华人民共和国安全生产法》,
4,,《国务院关于特大安全事故行政责任追究的规定》,
5,,《政府工作报告》,
6,,《国和社会发展“十一五”规划纲要》,
7,,《关于修改部分法律的决定》,
8,,《中国安全生产报》,
9,,《安全生产法及相关法律知识》,
10,,《安全生产管理知识》,
11,,《安全生产技术》,
12,,《安全生产事故案例分析》,
13,,《安全生产监管实务》,
14,,《现代企业员工安全生产培训音像教材》,
15,,《新员工安全生产培训音像教材》,
16,,《安全生产系列教育电视讲座》,
17,,《现代企业安全生产管理》,
,,,
1,印花税 核定征收,,
,,,
1,固定资产报废,,
,,,
1,国家税务总局关于如何理解和认定税收协定中 受益所有人 的通知,,
,,,
1,民办非企业单位登记管理暂行条例,《民办非企业单位登记管理暂行条例》,
2,,《民办非企业单位（法人）登记证书》,
3,,《民办非企业单位（合伙）登记证书》,
4,,《民办非企业单位（个体）登记证书》,
,,,
1,医疗器械经营企业许可证管理办法,《医疗器械监督管理条例》,
2,,《医疗器械经营监督管理办法》,
3,,《医疗器械经营企业许可证管理办法》,
4,,《医疗器械经营企业许可证》,
5,,《医疗器械经营企业许可证申请表》,
6,,《不予受理通知书》,
7,,《补正材料通知书》,
8,,《受理通知书》,
9,,《营业执照》,
10,,《医疗器械经营企业监督管理办法》,
,,,
1,合同解除,《合同法》,
2,,《中华人民共和国合同法》,
,,,
1,财政部国家税务总局关于企业重组业务企业所得税处理若干问题的通知,,
,,,
1,国家外汇管理局关于跨国公司非贸易售付汇管理有关问题的通知,,
,,,
1,企便函[2009]33号,,
,,,
1,财税[2009]64号,,
,,,
1,工资,《劳动法》,
2,,《劳动基准法》,
