keyword,original terms,new terms,same
劳务报酬所得,劳务 / 报酬 / 所得,劳务 / 报酬 / 所得,Y
最高人民法院关于适用《中华人民共和国公司法》若干问题的规定（二）,最高 / 人民 / 法院 / 关于 / 适用 / 中华 / 人民 / 共和国 / 公司法 / 若干 / 问题 / 的 / 规定 / 二,最高 / 人民法院 / 关于 / 适用 / 中华人民共和国 / 公司法 / 若干 / 问题 / 的 / 规定 / 二,N
外国证券类机构驻华代表机构管理办法,外国 / 证券 / 类 / 机构 / 驻华 / 代表 / 机构 / 管理 / 办法,外国 / 证券类 / 机构 / 驻华 / 代表 / 机构 / 管理 / 办法,N
企业职工奖惩条例,企业 / 职工 / 奖惩 / 条例,企业 / 职工 / 奖惩条例,N
中国注册会计师审计准则,中国 / 注册 / 会计师 / 审计 / 准则,中国 / 注册 / 会计师 / 审计 / 准则,Y
金融企业会计,金融 / 企业 / 会计,金融 / 企业 / 会计,Y
国债,国债,国债,Y
网上支付,网上 / 支付,网上支付,N
返聘,返聘,返聘,Y
最高人民法院关于人民法院执行工作若干问题的规定,最高 / 人民 / 法院 / 关于 / 人民 / 法院 / 执行 / 工作 / 若干 / 问题 / 的 / 规定,最高 / 人民法院 / 关于 / 人民法院 / 执行 / 工作 / 若干 / 问题 / 的 / 规定,N
境内个人参与境外上市公司员工持股计划和认股期权计划等外汇管理操作规程,境内 / 个人 / 参与 / 境外 / 上市 / 公司 / 员工 / 持股 / 计划 / 和 / 认股 / 期权 / 计划 / 等 / 外汇 / 管理 / 操作规程,境内 / 个人 / 参与 / 境外 / 上市 / 公司 / 员工 / 持 / 股 / 计划 / 和 / 认 / 股 / 期权 / 计划 / 等 / 外汇 / 管理 / 操作 / 规程,N
承认及执行外国仲裁裁决公约,承认 / 及 / 执行 / 外国 / 仲裁 / 裁决 / 公约,承认 / 及 / 执行 / 外国 / 仲裁 / 裁决 / 公约,Y
雇佣,雇佣,雇佣,Y
固体废物污染环境防治法,固体 / 废物 / 污染 / 环境 / 防治 / 法,固体废物 / 污染 / 环境 / 防治法,N
分支机构 所得税,分支 / 机构 / 所得税,分支 / 机构 / 所得税,Y
关于企业所得税核定征收若干问题的通知,关于 / 企业 / 所得税 / 核定 / 征收 / 若干 / 问题 / 的 / 通知,关于 / 企业 / 所得税 / 核定 / 征收 / 若干 / 问题 / 的 / 通知,Y
危险货物品名表,危险 / 货物 / 品名 / 表,危险 / 货物 / 品名 / 表,Y
谷歌,谷歌,谷歌,Y
有限合伙企业,有限 / 合伙 / 企业,有限合伙 / 企业,N
出口货物退（免）税,出口 / 货物 / 退 / 免 / 税,出口 / 货物 / 退 / 免 / 税,Y
增值税专用发票管理,增值税 / 专用 / 发票 / 管理,增值税 / 专用 / 发票 / 管理,Y
国家税务总局关于明确个人所得税若干政策执行问题的通知,国家 / 税务 / 总局 / 关于 / 明确 / 个人 / 所得税 / 若干 / 政策 / 执行 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 明确 / 个人所得税 / 若干 / 政策 / 执行 / 问题 / 的 / 通知,N
并购重组,并购 / 重组,并购 / 重组,Y
发票管理规定,发票 / 管理 / 规定,发票 / 管理 / 规定,Y
兽药,兽药,兽 / 药,N
风电场,风 / 电场,风 / 电场,Y
国税发[2008]30号,国 / 税发 / 2008 / 30 / 号,国税 / 发30 / 号,N
惩罚性赔偿,惩罚性 / 赔偿,惩罚性 / 赔偿,Y
水污染,水污染,水污染,Y
财政部、国家税务总局关于增值税若干政策的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 增值税 / 若干 / 政策 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 增值税 / 若干 / 政策 / 的 / 通知,Y
投资费用,投资 / 费用,投资 / 费用,Y
国税发[2009]3号文,国 / 税发 / 2009 / 3 / 号 / 文,国税 / 发3 / 号 / 文,N
国税发 2009 82号,国 / 税发 / 2009 / 82 / 号,国税 / 发 / 2009 / 82 / 号,N
分公司缴税,分公司 / 缴税,分公司 / 缴税,Y
股权质押 登记,股权 / 质押 / 登记,股权 / 质押 / 登记,Y
营业税服务业,营业税 / 服务业,营业税 / 服务业,Y
国务院令第540号,国务院 / 令 / 第 / 540 / 号,国务院令 / 第 / 540 / 号,N
间接转让股权,间接 / 转让 / 股权,间接 / 转让 / 股权,Y
财税字〔1999〕273号,财税 / 字 / 1999 / 273 / 号,财税 / 字 / 1999 / 273 / 号,Y
万能险,万 / 能 / 险,万能 / 险,N
最高额保证,最高 / 额 / 保证,最 / 高额 / 保证,N
25号公告,25 / 号 / 公告,25 / 号 / 公告,Y
非居民 股权转让,非 / 居民 / 股权 / 转让,非 / 居民 / 股权 / 转让,Y
开具增值税专用发票,开具 / 增值税 / 专用 / 发票,开具 / 增值税 / 专用 / 发票,Y
国税函 与 2010 与 350,国税函 / 与 / 2010 / 与 / 350,国税 / 函 / 与 / 2010 / 与 / 350,N
居民企业股权转让 企业所得税,居民 / 企业 / 股权 / 转让 / 企业 / 所得税,居民 / 企业 / 股权 / 转让 / 企业 / 所得税,Y
穗地税发[2009]148号,穗地 / 税发 / 2009 / 148 / 号,穗 / 地税 / 发148 / 号,N
土地增值税 重组,土地 / 增值税 / 重组,土地增值税 / 重组,N
广东 施工,广东 / 施工,广东 / 施工,Y
国家税务总局公告 与 2012 与 59,国家 / 税务 / 总局 / 公告 / 与 / 2012 / 与 / 59,国家 / 税务 / 总局 / 公告 / 与 / 2012 / 与 / 59,Y
保税物流区,保税 / 物流 / 区,保税 / 物流 / 区,Y
中华人民共和国国家质量监督检验检疫总局与欧洲委员会贸易总司关于地理标志的谅解备忘录,中华 / 人民 / 共和国 / 国家 / 质量 / 监督 / 检验 / 检疫 / 总局 / 与 / 欧洲 / 委员会 / 贸易 / 总司 / 关于 / 地理 / 标志 / 的 / 谅解 / 备忘录,中华人民共和国 / 国家 / 质量 / 监督 / 检验 / 检疫 / 总局 / 与 / 欧洲 / 委员会 / 贸易 / 总 / 司 / 关于 / 地理 / 标志 / 的 / 谅解 / 备忘录,N
分派股息的税务程序,分派 / 股息 / 的 / 税务 / 程序,分派 / 股息 / 的 / 税务 / 程序,Y
13号公告,13 / 号 / 公告,13 / 号 / 公告,Y
股权装让,股权 / 装 / 让,股权 / 装 / 让,Y
企业所得税征收管理,企业 / 所得税 / 征收 / 管理,企业 / 所得税 / 征收 / 管理,Y
代扣代缴 非居民企业,代扣 / 代缴 / 非 / 居民 / 企业,代 / 扣 / 代 / 缴 / 非 / 居民 / 企业,N
catalogue foreign investment,CATALOGUE / FOREIGN / INVESTMENT,CATALOGUE / FOREIGN / INVESTMENT,Y
外国人 入境,外国人 / 入境,外国人 / 入境,Y
关于交通运输业和部分现代服务业营业税改征增值税试点若干税收政策的补充通知,关于 / 交通 / 运输业 / 和 / 部分 / 现代 / 服务业 / 营业税 / 改征 / 增值税 / 试点 / 若干 / 税收 / 政策 / 的 / 补充 / 通知,关于 / 交通运输业 / 和 / 部分 / 现代 / 服务业 / 营业税 / 改 / 征 / 增值税 / 试点 / 若干 / 税收 / 政策 / 的 / 补充 / 通知,N
企业所得税税务程序,企业 / 所得税 / 税务 / 程序,企业 / 所得税 / 税务 / 程序,Y
办公用品 增值税,办公 / 用品 / 增值税,办公 / 用品 / 增值税,Y
在售卡环节无法确定具体的销售对象，是否可在,在 / 售卡 / 环节 / 无法 / 确定 / 具体 / 的 / 销售 / 对象 / 是否 / 可 / 在,在 / 售 / 卡 / 环节 / 无法 / 确定 / 具体 / 的 / 销售 / 对象 / 是否 / 可 / 在,N
纳税信用等级A类,纳税 / 信用 / 等级 / A / 类,纳税 / 信用 / 等级 / A / 类,Y
解雇 个人所得税,解雇 / 个人 / 所得税,解雇 / 个人所得税,N
买卖合同 司法解释,买卖 / 合同 / 司法 / 解释,买卖合同 / 司法 / 解释,N
伪造印章,伪造 / 印章,伪造 / 印章,Y
特种设备管理,特种 / 设备 / 管理,特种 / 设备 / 管理,Y
符合条件的居民企业之间的股息红利为免税收入,符合 / 条件 / 的 / 居民 / 企业 / 之间 / 的 / 股息 / 红利 / 为 / 免税 / 收入,符合 / 条件 / 的 / 居民 / 企业 / 之间 / 的 / 股息 / 红利 / 为 / 免税 / 收入,Y
国际收支统计申报,国际 / 收支 / 统计 / 申报,国际 / 收支 / 统计 / 申报,Y
进口旧机电产品检验监督管理办法,进口 / 旧 / 机电 / 产品 / 检验 / 监督 / 管理 / 办法,进口 / 旧 / 机电 / 产品 / 检验 / 监督 / 管理 / 办法,Y
判例,判例,判例,Y
中华人民共和国海关保税港区管理暂行办法,中华 / 人民 / 共和国 / 海关 / 保税 / 港区 / 管理 / 暂行 / 办法,中华人民共和国 / 海关 / 保税 / 港区 / 管理 / 暂行 / 办法,N
联建,联 / 建,联建,N
商务部、国家外汇管理局关于进一步加强、规范外商直接投资房地产业审批和监管的通知,商务部 / 国家 / 外汇 / 管理局 / 关于 / 进一步 / 加强 / 规范 / 外商 / 直接 / 投资 / 房地产业 / 审批 / 和 / 监管 / 的 / 通知,商务部 / 国家 / 外汇 / 管理局 / 关于 / 进一步 / 加强 / 规范 / 外商 / 直接 / 投资 / 房地产业 / 审批 / 和 / 监管 / 的 / 通知,Y
福利企业,福利 / 企业,福利 / 企业,Y
company,COMPANY,COMPANY,Y
patent,PATENT,PATENT,Y
制药,制药,制药,Y
机票,机票,机票,Y
跟单信用证统一惯例,跟单 / 信用证 / 统一 / 惯例,跟 / 单 / 信用证 / 统一 / 惯例,N
房屋所有权证,房屋 / 所有 / 权证,房屋 / 所有权证,N
contract,CONTRACT,CONTRACT,Y
关于部分货物适用增值税低税率和简易办法征收增值税政策的通知,关于 / 部分 / 货物 / 适用 / 增值税 / 低 / 税率 / 和 / 简易 / 办法 / 征收 / 增值税 / 政策 / 的 / 通知,关于 / 部分 / 货物 / 适用 / 增值税 / 低 / 税率 / 和 / 简易 / 办法 / 征收 / 增值税 / 政策 / 的 / 通知,Y
印章刻制,印章 / 刻制,印章 / 刻 / 制,N
财政部、国家税务总局关于专项用途财政性资金有关企业所得税处理问题的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 专项 / 用途 / 财政性 / 资金 / 有关 / 企业 / 所得税 / 处理 / 问题 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 专项 / 用途 / 财政性 / 资金 / 有关 / 企业 / 所得税 / 处理 / 问题 / 的 / 通知,Y
中华人民共和国价格法,中华 / 人民 / 共和国 / 价格法,中华人民共和国 / 价格法,N
员工手册,员工 / 手册,员工 / 手册,Y
对外贸易经济合作部关于外商投资设立研发中心有关问题的通知,对外 / 贸易 / 经济 / 合作部 / 关于 / 外商 / 投资 / 设立 / 研发 / 中心 / 有关 / 问题 / 的 / 通知,对外贸易 / 经济 / 合作部 / 关于 / 外商 / 投资 / 设立 / 研发 / 中心 / 有关 / 问题 / 的 / 通知,N
关于当前形势下审理民商事合同纠纷案件若干问题的指导意见,关于 / 当前 / 形势 / 下 / 审理 / 民商事 / 合同 / 纠纷 / 案件 / 若干 / 问题 / 的 / 指导 / 意见,关于 / 当前 / 形势 / 下 / 审理 / 民 / 商事 / 合同 / 纠纷 / 案件 / 若干 / 问题 / 的 / 指导 / 意见,N
证券登记结算管理办法,证券 / 登记 / 结算 / 管理 / 办法,证券 / 登记 / 结算 / 管理 / 办法,Y
烟草广告,烟草 / 广告,烟草 / 广告,Y
关于明确个人所得税若干政策执行问题的通知,关于 / 明确 / 个人 / 所得税 / 若干 / 政策 / 执行 / 问题 / 的 / 通知,关于 / 明确 / 个人所得税 / 若干 / 政策 / 执行 / 问题 / 的 / 通知,N
电子邮件,电子 / 邮件,电子 / 邮件,Y
金融企业呆账核销管理办法,金融 / 企业 / 呆账 / 核销 / 管理 / 办法,金融 / 企业 / 呆账 / 核销 / 管理 / 办法,Y
非因工负伤 医疗期,非 / 因工 / 负伤 / 医疗期,非 / 因工负伤 / 医疗 / 期,N
劳动 与 群体性事件,劳动 / 与 / 群体性 / 事件,劳动 / 与 / 群体 / 性 / 事件,N
国家税务总局关于纳税人折扣折让行为开具红字增值税专用发票问题的通知,国家 / 税务 / 总局 / 关于 / 纳税人 / 折扣 / 折让 / 行为 / 开具 / 红字 / 增值税 / 专用 / 发票 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 纳税人 / 折扣 / 折让 / 行为 / 开具 / 红 / 字 / 增值税 / 专用 / 发票 / 问题 / 的 / 通知,N
管理性地区总部,管理性 / 地区 / 总部,管理 / 性 / 地区 / 总部,N
国家税务总局关于外国企业常驻代表机构有关税收管理问题的通知,国家 / 税务 / 总局 / 关于 / 外国 / 企业 / 常驻 / 代表 / 机构 / 有关 / 税收 / 管理 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 外国 / 企业 / 常驻 / 代表 / 机构 / 有关 / 税收 / 管理 / 问题 / 的 / 通知,Y
科学技术部、财政部、国家税务总局关于印发《高新技术企业认定管理办法》的通知,科学 / 技术部 / 财政部 / 国家 / 税务 / 总局 / 关于 / 印发 / 高新 / 技术 / 企业 / 认定 / 管理 / 办法 / 的 / 通知,科学 / 技术部 / 财政部 / 国家 / 税务 / 总局 / 关于 / 印发 / 高新技术 / 企业 / 认定 / 管理 / 办法 / 的 / 通知,N
普通住宅,普通 / 住宅,普通 / 住宅,Y
国家税务总局关于转让企业产权不征营业税问题的批复,国家 / 税务 / 总局 / 关于 / 转让 / 企业 / 产权 / 不征 / 营业税 / 问题 / 的 / 批复,国家 / 税务 / 总局 / 关于 / 转让 / 企业 / 产权 / 不 / 征 / 营业税 / 问题 / 的 / 批复,N
中华人民共和国劳动法实施细则,中华 / 人民 / 共和国 / 劳动法 / 实施 / 细则,中华人民共和国 / 劳动法 / 实施 / 细则,N
境外投资 与 外汇 与 有效,境外 / 投资 / 与 / 外汇 / 与 / 有效,境外 / 投资 / 与 / 外汇 / 与 / 有效,Y
合伙企业及合伙人所得税实施办法,合伙 / 企业 / 及 / 合伙人 / 所得税 / 实施 / 办法,合伙 / 企业 / 及 / 合伙人 / 所得税 / 实施 / 办法,Y
关于促进加工贸易转型升级的指导意见,关于 / 促进 / 加工 / 贸易 / 转型 / 升级 / 的 / 指导 / 意见,关于 / 促进 / 加工 / 贸易 / 转型 / 升级 / 的 / 指导 / 意见,Y
国家外汇管理局 海关总署 国家税务总局关于货物贸易外汇管理制度改革的公告,国家 / 外汇 / 管理局 / 海关 / 总署 / 国家 / 税务 / 总局 / 关于 / 货物 / 贸易 / 外汇 / 管理 / 制度 / 改革 / 的 / 公告,国家 / 外汇 / 管理局 / 海关 / 总署 / 国家 / 税务 / 总局 / 关于 / 货物 / 贸易 / 外汇 / 管理 / 制度 / 改革 / 的 / 公告,Y
代理业 营业税,代理业 / 营业税,代理 / 业 / 营业税,N
常设机构 个人所得税,常设 / 机构 / 个人 / 所得税,常设 / 机构 / 个人所得税,N
国家税务总局令第22号,国家 / 税务 / 总局 / 令 / 第 / 22 / 号,国家 / 税务 / 总局 / 令 / 第 / 22 / 号,Y
外资转内资,外资 / 转 / 内 / 资,外资 / 转 / 内资,N
软件产品,软件 / 产品,软件 / 产品,Y
丧假,丧假,丧假,Y
增值税 免税,增值税 / 免税,增值税 / 免税,Y
非经营性互联网信息服务备案管理办法,非 / 经营性 / 互联网 / 信息 / 服务 / 备案 / 管理 / 办法,非经营性 / 互联网 / 信息 / 服务 / 备案 / 管理 / 办法,N
国税发 2002 128号,国 / 税发 / 2002 / 128 / 号,国税 / 发 / 2002 / 128 / 号,N
保险产品,保险 / 产品,保险 / 产品,Y
事业法人,事业 / 法人,事业 / 法人,Y
中华人民共和国政府和大不列颠及北爱尔兰联合王国政府关于对所得和财产收益相互避免双重征税和防止偷漏税的协定,中华 / 人民 / 共和国 / 政府 / 和 / 大不列颠 / 及 / 北爱尔兰 / 联合 / 王国 / 政府 / 关于 / 对 / 所得 / 和 / 财产 / 收益 / 相互 / 避免 / 双重 / 征税 / 和 / 防止 / 偷 / 漏税 / 的 / 协定,中华人民共和国 / 政府 / 和 / 大不列颠及北爱尔兰联合王国 / 政府 / 关于 / 对 / 所得 / 和 / 财产 / 收益 / 相互 / 避免 / 双重 / 征税 / 和 / 防止 / 偷 / 漏税 / 的 / 协定,N
财政部 国家税务总局关于企业境外所得税收抵免有关问题的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 企业 / 境外 / 所得 / 税收 / 抵免 / 有关 / 问题 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 企业 / 境外 / 所得税 / 收 / 抵免 / 有关 / 问题 / 的 / 通知,N
4号公告,4 / 号 / 公告,4 / 号 / 公告,Y
国家税务总局公告2010年第1号,国家 / 税务 / 总局 / 公告 / 2010 / 年 / 第 / 1 / 号,国家 / 税务 / 总局 / 公告 / 2010年 / 第 / 1 / 号,N
关于住房公积金管理若干具体问题的指导意见,关于 / 住房 / 公积金 / 管理 / 若干 / 具体 / 问题 / 的 / 指导 / 意见,关于 / 住房 / 公积金 / 管理 / 若干 / 具体 / 问题 / 的 / 指导 / 意见,Y
总经理,总经理,总经理,Y
新设合并,新 / 设 / 合并,新 / 设 / 合并,Y
个人所得税 抵免,个人 / 所得税 / 抵免,个人所得税 / 抵免,N
销售收入确定,销售 / 收入 / 确定,销售 / 收入 / 确定,Y
统计局,统计局,统计局,Y
1999 273号,1999 / 273 / 号,1999 / 273 / 号,Y
销售合同,销售 / 合同,销售 / 合同,Y
计件工资,计件工资,计件工资,Y
关于个人转让上市公司限售股所得征收个人所得税有关问题的通知,关于 / 个人 / 转让 / 上市 / 公司 / 限售 / 股 / 所得 / 征收 / 个人 / 所得税 / 有关 / 问题 / 的 / 通知,关于 / 个人转让 / 上市 / 公司 / 限 / 售 / 股 / 所得 / 征收 / 个人所得税 / 有关 / 问题 / 的 / 通知,N
商务部关于下放外商投资商业企业审批事项的通知,商务部 / 关于 / 下放 / 外商 / 投资 / 商业 / 企业 / 审批 / 事项 / 的 / 通知,商务部 / 关于 / 下放 / 外商 / 投资 / 商业 / 企业 / 审批 / 事项 / 的 / 通知,Y
财税[2008]151,财税 / 2008 / 151,财税151,N
WFOE,WFOE,WFOE,Y
小型微利,小型 / 微利,小型 / 微 / 利,N
个人所得税自行纳税申报办法（试行）,个人 / 所得税 / 自行 / 纳税 / 申报 / 办法 / 试行,个人所得税 / 自行 / 纳税 / 申报 / 办法 / 试行,N
预提费用 企业所得税,预提 / 费用 / 企业 / 所得税,预 / 提 / 费用 / 企业 / 所得税,N
房,房,房,Y
个人所得税 手续费,个人 / 所得税 / 手续费,个人所得税 / 手续费,N
预约合同,预约 / 合同,预约 / 合同,Y
报销,报销,报销,Y
高级管理人员,高级 / 管理 / 人员,高级 / 管理 / 人员,Y
土地承包经营权,土地 / 承包 / 经营权,土地 / 承包 / 经营权,Y
关于建立劳动用工备案制度的通知,关于 / 建立 / 劳动 / 用工 / 备案 / 制度 / 的 / 通知,关于 / 建立 / 劳动 / 用工 / 备案 / 制度 / 的 / 通知,Y
